year,year_index,geo,income_quintile,expense_category,coordinate,expense,log_expense,age_group,family_income_group,income,log_income,expense_to_income_ratio
2015,5,Province 10,Highest quintile,"Water, fuel and electricity for principal accommodation",C1011,3368.0,3.527372,55 to 64 years,"$35,000 and over",9410.0,3.97359,0.35791711
2015,5,Province 10,Highest quintile,Other accommodation,C1012,3611.0,3.557627,55 to 64 years,"$40,000 and over",9180.0,3.962843,0.39335512
2015,5,Province 10,Highest quintile,Household operations,C1013,6227.0,3.794279,55 to 64 years,"$45,000 and over",8870.0,3.947924,0.70202931
2015,5,Province 10,Highest quintile,Communications,C1014,2848.0,3.45454,55 to 64 years,"$50,000 and over",8500.0,3.929419,0.33505882
2015,5,Province 10,Highest quintile,Household furnishings and equipment,C1015,3571.0,3.55279,55 to 64 years,"$60,000 and over",7670.0,3.884795,0.46558018
2015,5,Province 10,Highest quintile,Household furnishings,C1016,1597.0,3.203305,55 to 64 years,"$70,000 and over",6690.0,3.825426,0.2387145
2015,5,Province 10,Highest quintile,Household equipment,C1017,1827.0,3.261739,55 to 64 years,"$75,000 and over",6240.0,3.795185,0.29278846
2015,5,Province 10,Highest quintile,Household appliances,C1018,569.0,2.755112,55 to 64 years,"$80,000 and over",5800.0,3.763428,0.09810345
2015,5,Province 10,Highest quintile,Clothing and accessories,C1019,4978.0,3.697055,55 to 64 years,"$90,000 and over",4990.0,3.698101,0.99759519
2015,5,Province 10,Highest quintile,Transportation,C1020,19712.0,4.294731,55 to 64 years,Median total income,89210.0,4.950414,0.22096178
2015,5,Province 10,All quintiles,Total expenditure,C919,77043.0,4.886733,Total all ages,All income groups,40420.0,4.606596,1.90606136
2015,5,Province 10,All quintiles,Food purchased from stores,C920,6108.0,3.785899,Total all ages,"Under $10,000",160.0,2.20412,38.175
2015,5,Province 10,All quintiles,Food purchased from restaurants,C921,2358.0,3.372544,Total all ages,"$10,000 and over",40260.0,4.604874,0.0585693
2015,5,Province 10,All quintiles,Shelter,C922,14760.0,4.169086,Total all ages,"$15,000 and over",40110.0,4.603253,0.36798803
2015,5,Province 10,All quintiles,Principal accommodation,C923,13346.0,4.125351,Total all ages,"$20,000 and over",39750.0,4.599337,0.33574843
2015,5,Province 10,All quintiles,Rented living quarters,C924,2232.0,3.348694,Total all ages,"$25,000 and over",39380.0,4.595276,0.05667852
2015,5,Province 10,All quintiles,Owned living quarters,C925,8731.0,3.941064,Total all ages,"$30,000 and over",38620.0,4.586812,0.22607457
2015,5,Province 10,All quintiles,"Water, fuel and electricity for principal accommodation",C926,2383.0,3.377124,Total all ages,"$35,000 and over",36920.0,4.567262,0.06454496
2015,5,Province 10,All quintiles,Other accommodation,C927,1414.0,3.150449,Total all ages,"$40,000 and over",35340.0,4.548267,0.04001132
2015,5,Province 10,All quintiles,Household operations,C928,4085.0,3.611192,Total all ages,"$45,000 and over",33750.0,4.528274,0.12103704
2015,5,Province 10,All quintiles,Communications,C929,2134.0,3.329194,Total all ages,"$50,000 and over",31990.0,4.505014,0.06670835
2015,5,Province 10,All quintiles,Household furnishings and equipment,C930,2220.0,3.346353,Total all ages,"$60,000 and over",28270.0,4.451326,0.07852848
2015,5,Province 10,All quintiles,Household furnishings,C931,841.0,2.924796,Total all ages,"$70,000 and over",24330.0,4.386142,0.03456638
2015,5,Province 10,All quintiles,Household equipment,C932,1287.0,3.109579,Total all ages,"$75,000 and over",22530.0,4.352761,0.05712383
2015,5,Province 10,All quintiles,Household appliances,C933,425.0,2.628389,Total all ages,"$80,000 and over",20800.0,4.318063,0.02043269
2015,5,Province 10,All quintiles,Clothing and accessories,C934,3077.0,3.488127,Total all ages,"$90,000 and over",17570.0,4.244772,0.17512806
2015,5,Province 10,All quintiles,Transportation,C935,11682.0,4.067517,Total all ages,Median total income,81750.0,4.912488,0.14289908
2015,5,Province 10,Lowest quintile,Total expenditure,C936,29352.0,4.467638,0 to 24 years,All income groups,670.0,2.826075,43.80895522
2015,5,Province 10,Lowest quintile,Food purchased from stores,C937,3236.0,3.510009,0 to 24 years,"Under $10,000",30.0,1.477121,107.86666667
2015,5,Province 10,Lowest quintile,Food purchased from restaurants,C938,1084.0,3.035029,0 to 24 years,"$10,000 and over",640.0,2.80618,1.69375
2015,5,Province 10,Lowest quintile,Shelter,C939,8279.0,3.917978,0 to 24 years,"$15,000 and over",620.0,2.792392,13.35322581
2015,5,Province 10,Lowest quintile,Principal accommodation,C940,7981.0,3.902057,0 to 24 years,"$20,000 and over",570.0,2.755875,14.00175439
2015,5,Province 10,Lowest quintile,Rented living quarters,C941,4092.0,3.611936,0 to 24 years,"$25,000 and over",530.0,2.724276,7.72075472
2015,5,Province 10,Lowest quintile,Owned living quarters,C942,2591.0,3.413467,0 to 24 years,"$30,000 and over",480.0,2.681241,5.39791667
2015,5,Province 10,Lowest quintile,"Water, fuel and electricity for principal accommodation",C943,1298.0,3.113275,0 to 24 years,"$35,000 and over",430.0,2.633468,3.01860465
2015,5,Province 10,Lowest quintile,Other accommodation,C944,298.0,2.474216,0 to 24 years,"$40,000 and over",370.0,2.568202,0.80540541
2015,5,Province 10,Lowest quintile,Household operations,C945,2004.0,3.301898,0 to 24 years,"$45,000 and over",310.0,2.491362,6.46451613
2015,5,Province 10,Lowest quintile,Communications,C946,1317.0,3.119586,0 to 24 years,"$50,000 and over",260.0,2.414973,5.06538462
2015,5,Province 10,Lowest quintile,Household furnishings and equipment,C947,903.0,2.955688,0 to 24 years,"$60,000 and over",170.0,2.230449,5.31176471
2015,5,Province 10,Lowest quintile,Household equipment,C949,395.0,2.596597,0 to 24 years,"$75,000 and over",80.0,1.90309,4.9375
2015,5,Province 10,Lowest quintile,Clothing and accessories,C951,1714.0,3.234011,0 to 24 years,"$90,000 and over",40.0,1.60206,42.85
2015,5,Province 10,Lowest quintile,Transportation,C952,4447.0,3.648067,0 to 24 years,Median total income,42130.0,4.624591,0.10555424
2015,5,Province 10,Second quintile,Total expenditure,C953,51749.0,4.713902,25 to 34 years,All income groups,5180.0,3.71433,9.99015444
2015,5,Province 10,Second quintile,Food purchased from stores,C954,5406.0,3.732876,25 to 34 years,"Under $10,000",40.0,1.60206,135.15
2015,5,Province 10,Second quintile,Food purchased from restaurants,C955,1693.0,3.228657,25 to 34 years,"$10,000 and over",5140.0,3.710963,0.32937743
2015,5,Province 10,Second quintile,Shelter,C956,10872.0,4.036309,25 to 34 years,"$15,000 and over",5120.0,3.70927,2.1234375
2015,5,Province 10,Second quintile,Principal accommodation,C957,10240.0,4.0103,25 to 34 years,"$20,000 and over",5080.0,3.705864,2.01574803
2015,5,Province 10,Second quintile,Rented living quarters,C958,2957.0,3.470851,25 to 34 years,"$25,000 and over",5030.0,3.701568,0.58787276
2015,5,Province 10,Second quintile,Owned living quarters,C959,5236.0,3.719,25 to 34 years,"$30,000 and over",4970.0,3.696356,1.05352113
2015,5,Province 10,Second quintile,"Water, fuel and electricity for principal accommodation",C960,2048.0,3.31133,25 to 34 years,"$35,000 and over",4870.0,3.687529,0.42053388
2015,5,Province 10,Second quintile,Other accommodation,C961,631.0,2.800029,25 to 34 years,"$40,000 and over",4750.0,3.676694,0.13284211
2015,5,Province 10,Second quintile,Household operations,C962,3535.0,3.548389,25 to 34 years,"$45,000 and over",4600.0,3.662758,0.76847826
2015,5,Province 10,Second quintile,Communications,C963,1704.0,3.23147,25 to 34 years,"$50,000 and over",4390.0,3.642465,0.3881549
2015,5,Province 10,Second quintile,Household furnishings and equipment,C964,1504.0,3.177248,25 to 34 years,"$60,000 and over",3930.0,3.594393,0.3826972
2015,5,Province 10,Second quintile,Household furnishings,C965,421.0,2.624282,25 to 34 years,"$70,000 and over",3310.0,3.519828,0.12719033
2015,5,Province 10,Second quintile,Household equipment,C966,1021.0,3.009026,25 to 34 years,"$75,000 and over",3000.0,3.477121,0.34033333
2015,5,Province 10,Second quintile,Household appliances,C967,396.0,2.597695,25 to 34 years,"$80,000 and over",2700.0,3.431364,0.14666667
2015,5,Province 10,Second quintile,Clothing and accessories,C968,2233.0,3.348889,25 to 34 years,"$90,000 and over",2100.0,3.322219,1.06333333
2015,5,Province 10,Second quintile,Transportation,C969,8417.0,3.925157,25 to 34 years,Median total income,81520.0,4.911264,0.10325074
2015,5,Province 10,Third quintile,Total expenditure,C970,67419.0,4.828782,35 to 44 years,All income groups,6630.0,3.821514,10.16877828
2015,5,Province 10,Third quintile,Food purchased from stores,C971,5213.0,3.717088,35 to 44 years,"Under $10,000",20.0,1.30103,260.65
2015,5,Province 10,Third quintile,Food purchased from restaurants,C972,2908.0,3.463594,35 to 44 years,"$10,000 and over",6610.0,3.820201,0.43993949
2015,5,Province 10,Third quintile,Shelter,C973,13943.0,4.144356,35 to 44 years,"$15,000 and over",6600.0,3.819544,2.11257576
2015,5,Province 10,Third quintile,Principal accommodation,C974,13028.0,4.114878,35 to 44 years,"$20,000 and over",6560.0,3.816904,1.98597561
2015,5,Province 10,Third quintile,Rented living quarters,C975,2905.0,3.463146,35 to 44 years,"$25,000 and over",6510.0,3.813581,0.44623656
2015,5,Province 10,Third quintile,Owned living quarters,C976,7711.0,3.887111,35 to 44 years,"$30,000 and over",6450.0,3.80956,1.19550388
2015,5,Province 10,Third quintile,"Water, fuel and electricity for principal accommodation",C977,2413.0,3.382557,35 to 44 years,"$35,000 and over",6380.0,3.804821,0.37821317
2015,5,Province 10,Third quintile,Other accommodation,C978,915.0,2.961421,35 to 44 years,"$40,000 and over",6290.0,3.798651,0.145469
2015,5,Province 10,Third quintile,Household operations,C979,3678.0,3.565612,35 to 44 years,"$45,000 and over",6180.0,3.790988,0.59514563
2015,5,Province 10,Third quintile,Communications,C980,2234.0,3.349083,35 to 44 years,"$50,000 and over",6070.0,3.783189,0.36803954
2015,5,Province 10,Third quintile,Household furnishings and equipment,C981,2138.0,3.330008,35 to 44 years,"$60,000 and over",5700.0,3.755875,0.37508772
2015,5,Province 10,Third quintile,Household furnishings,C982,736.0,2.866878,35 to 44 years,"$70,000 and over",5200.0,3.716003,0.14153846
2015,5,Province 10,Third quintile,Household equipment,C983,1289.0,3.110253,35 to 44 years,"$75,000 and over",4940.0,3.693727,0.26093117
2015,5,Province 10,Third quintile,Household appliances,C984,370.0,2.568202,35 to 44 years,"$80,000 and over",4660.0,3.668386,0.07939914
2015,5,Province 10,Third quintile,Clothing and accessories,C985,2814.0,3.449324,35 to 44 years,"$90,000 and over",4070.0,3.609594,0.69140049
2015,5,Province 10,Third quintile,Transportation,C986,11263.0,4.051654,35 to 44 years,Median total income,103490.0,5.014898,0.10883177
2015,5,Province 10,Fourth quintile,Total expenditure,C987,91504.0,4.96144,45 to 54 years,All income groups,6740.0,3.82866,13.57626113
2015,5,Province 10,Fourth quintile,Food purchased from stores,C988,7208.0,3.857815,45 to 54 years,"Under $10,000",20.0,1.30103,360.4
2015,5,Province 10,Fourth quintile,Food purchased from restaurants,C989,2576.0,3.410946,45 to 54 years,"$10,000 and over",6720.0,3.827369,0.38333333
2015,5,Province 10,Fourth quintile,Shelter,C990,17064.0,4.232081,45 to 54 years,"$15,000 and over",6700.0,3.826075,2.54686567
2015,5,Province 10,Fourth quintile,Principal accommodation,C991,15459.0,4.189181,45 to 54 years,"$20,000 and over",6640.0,3.822168,2.32816265
2015,5,Province 10,Fourth quintile,Rented living quarters,C992,655.0,2.816241,45 to 54 years,"$25,000 and over",6600.0,3.819544,0.09924242
2015,5,Province 10,Fourth quintile,Owned living quarters,C993,12018.0,4.079832,45 to 54 years,"$30,000 and over",6540.0,3.815578,1.83761468
2015,5,Province 10,Fourth quintile,"Water, fuel and electricity for principal accommodation",C994,2786.0,3.444981,45 to 54 years,"$35,000 and over",6480.0,3.811575,0.42993827
2015,5,Province 10,Fourth quintile,Other accommodation,C995,1606.0,3.205746,45 to 54 years,"$40,000 and over",6410.0,3.806858,0.25054602
2015,5,Province 10,Fourth quintile,Household operations,C996,4970.0,3.696356,45 to 54 years,"$45,000 and over",6300.0,3.799341,0.78888889
2015,5,Province 10,Fourth quintile,Communications,C997,2563.0,3.408749,45 to 54 years,"$50,000 and over",6160.0,3.789581,0.41607143
2015,5,Province 10,Fourth quintile,Household furnishings and equipment,C998,2977.0,3.473779,45 to 54 years,"$60,000 and over",5850.0,3.767156,0.50888889
2015,5,Province 10,Fourth quintile,Household furnishings,C999,955.0,2.980003,45 to 54 years,"$70,000 and over",5420.0,3.733999,0.17619926
2015,5,Province 11,All quintiles,Total expenditure,C1021,89938.0,4.953943,Total all ages,All income groups,191230.0,5.281556,0.47031324
2015,5,Province 11,All quintiles,Food purchased from stores,C1022,5933.0,3.773274,Total all ages,"Under $10,000",1070.0,3.029384,5.54485981
2015,5,Province 11,All quintiles,Food purchased from restaurants,C1023,2685.0,3.428944,Total all ages,"$10,000 and over",190160.0,5.279119,0.01411969
2015,5,Province 11,All quintiles,Shelter,C1024,17146.0,4.234163,Total all ages,"$15,000 and over",189400.0,5.27738,0.09052798
2015,5,Province 11,All quintiles,Principal accommodation,C1025,15442.0,4.188704,Total all ages,"$20,000 and over",187850.0,5.273811,0.08220389
2015,5,Province 11,All quintiles,Rented living quarters,C1026,2722.0,3.434888,Total all ages,"$25,000 and over",186130.0,5.269816,0.01462419
2015,5,Province 11,All quintiles,Owned living quarters,C1027,9503.0,3.977861,Total all ages,"$30,000 and over",183600.0,5.263873,0.05175926
2015,5,Province 11,All quintiles,"Water, fuel and electricity for principal accommodation",C1028,3217.0,3.507451,Total all ages,"$35,000 and over",177980.0,5.250371,0.01807506
2015,5,Province 11,All quintiles,Other accommodation,C1029,1705.0,3.231724,Total all ages,"$40,000 and over",172130.0,5.235857,0.0099053
2015,5,Province 11,All quintiles,Household operations,C1030,4958.0,3.695307,Total all ages,"$45,000 and over",166170.0,5.220553,0.02983691
2015,5,Province 11,All quintiles,Communications,C1031,2423.0,3.384353,Total all ages,"$50,000 and over",159940.0,5.203957,0.01514943
2015,5,Province 11,All quintiles,Household furnishings and equipment,C1032,2657.0,3.424392,Total all ages,"$60,000 and over",146420.0,5.1656,0.01814643
2015,5,Province 11,All quintiles,Household furnishings,C1033,1014.0,3.006038,Total all ages,"$70,000 and over",131530.0,5.119025,0.00770927
2015,5,Province 11,All quintiles,Household equipment,C1034,1502.0,3.17667,Total all ages,"$75,000 and over",123840.0,5.092861,0.01212855
2015,5,Province 11,All quintiles,Household appliances,C1035,664.0,2.822168,Total all ages,"$80,000 and over",116040.0,5.064608,0.00572216
2015,5,Province 11,All quintiles,Clothing and accessories,C1036,3388.0,3.529943,Total all ages,"$90,000 and over",100340.0,5.001474,0.0337652
2015,5,Province 11,All quintiles,Transportation,C1037,15237.0,4.182899,Total all ages,Median total income,93070.0,4.96881,0.16371548
2015,5,Province 11,Lowest quintile,Total expenditure,C1038,37522.0,4.574286,0 to 24 years,All income groups,2970.0,3.472756,12.63367003
2015,5,Province 11,Lowest quintile,Food purchased from stores,C1039,3985.0,3.600428,0 to 24 years,"Under $10,000",90.0,1.954243,44.27777778
2015,5,Province 11,Lowest quintile,Food purchased from restaurants,C1040,1694.0,3.228913,0 to 24 years,"$10,000 and over",2870.0,3.457882,0.5902439
2015,5,Province 11,Lowest quintile,Shelter,C1041,10518.0,4.021933,0 to 24 years,"$15,000 and over",2760.0,3.440909,3.81086957
2015,5,Province 11,Lowest quintile,Principal accommodation,C1042,10106.0,4.004579,0 to 24 years,"$20,000 and over",2580.0,3.41162,3.91705426
2015,5,Province 11,Lowest quintile,Rented living quarters,C1043,4758.0,3.677424,0 to 24 years,"$25,000 and over",2360.0,3.372912,2.01610169
2015,5,Province 11,Lowest quintile,Owned living quarters,C1044,3282.0,3.516139,0 to 24 years,"$30,000 and over",2150.0,3.332438,1.52651163
2015,5,Province 11,Lowest quintile,"Water, fuel and electricity for principal accommodation",C1045,2066.0,3.31513,0 to 24 years,"$35,000 and over",1920.0,3.283301,1.07604167
2015,5,Province 11,Lowest quintile,Other accommodation,C1046,412.0,2.614897,0 to 24 years,"$40,000 and over",1660.0,3.220108,0.24819277
2015,5,Province 11,Lowest quintile,Household operations,C1047,2737.0,3.437275,0 to 24 years,"$45,000 and over",1420.0,3.152288,1.92746479
2015,5,Province 11,Lowest quintile,Communications,C1048,1454.0,3.162564,0 to 24 years,"$50,000 and over",1210.0,3.082785,1.20165289
2015,5,Province 11,Lowest quintile,Household furnishings and equipment,C1049,1030.0,3.012837,0 to 24 years,"$60,000 and over",830.0,2.919078,1.24096386
2015,5,Province 11,Lowest quintile,Household furnishings,C1050,426.0,2.62941,0 to 24 years,"$70,000 and over",560.0,2.748188,0.76071429
2015,5,Province 11,Lowest quintile,Household equipment,C1051,571.0,2.756636,0 to 24 years,"$75,000 and over",430.0,2.633468,1.32790698
2015,5,Province 11,Lowest quintile,Household appliances,C1052,179.0,2.252853,0 to 24 years,"$80,000 and over",340.0,2.531479,0.52647059
2015,5,Province 11,Lowest quintile,Clothing and accessories,C1053,1596.0,3.203033,0 to 24 years,"$90,000 and over",200.0,2.30103,7.98
2015,5,Province 11,Lowest quintile,Transportation,C1054,6579.0,3.81816,0 to 24 years,Median total income,43840.0,4.641871,0.15006843
2015,5,Province 11,Second quintile,Total expenditure,C1055,52132.0,4.717104,25 to 34 years,All income groups,27460.0,4.438701,1.8984705
2015,5,Province 11,Second quintile,Food purchased from stores,C1056,5359.0,3.729084,25 to 34 years,"Under $10,000",320.0,2.50515,16.746875
2015,5,Province 11,Second quintile,Food purchased from restaurants,C1057,1837.0,3.264109,25 to 34 years,"$10,000 and over",27140.0,4.43361,0.06768607
2015,5,Province 11,Second quintile,Shelter,C1058,11416.0,4.057514,25 to 34 years,"$15,000 and over",26900.0,4.429752,0.42438662
2015,5,Province 11,Second quintile,Principal accommodation,C1059,10675.0,4.028368,25 to 34 years,"$20,000 and over",26480.0,4.422918,0.40313444
2015,5,Province 11,Second quintile,Rented living quarters,C1060,3482.0,3.541829,25 to 34 years,"$25,000 and over",26050.0,4.415808,0.13366603
2015,5,Province 11,Second quintile,Owned living quarters,C1061,4286.0,3.632052,25 to 34 years,"$30,000 and over",25610.0,4.40841,0.1673565
2015,5,Province 11,Second quintile,"Water, fuel and electricity for principal accommodation",C1062,2907.0,3.463445,25 to 34 years,"$35,000 and over",25120.0,4.40002,0.11572452
2015,5,Province 11,Second quintile,Other accommodation,C1063,741.0,2.869818,25 to 34 years,"$40,000 and over",24500.0,4.389166,0.0302449
2015,5,Province 11,Second quintile,Household operations,C1064,3314.0,3.520353,25 to 34 years,"$45,000 and over",23720.0,4.375115,0.13971332
2015,5,Province 11,Second quintile,Communications,C1065,1869.0,3.271609,25 to 34 years,"$50,000 and over",22840.0,4.358696,0.08183012
2015,5,Province 11,Second quintile,Household furnishings and equipment,C1066,1889.0,3.276232,25 to 34 years,"$60,000 and over",20700.0,4.31597,0.09125604
2015,5,Province 11,Second quintile,Household furnishings,C1067,467.0,2.669317,25 to 34 years,"$70,000 and over",18180.0,4.259594,0.02568757
2015,5,Province 11,Second quintile,Household equipment,C1068,1361.0,3.133858,25 to 34 years,"$75,000 and over",16800.0,4.225309,0.0810119
2015,5,Province 11,Second quintile,Clothing and accessories,C1070,2126.0,3.327563,25 to 34 years,"$90,000 and over",12260.0,4.08849,0.17340946
2015,5,Province 11,Second quintile,Transportation,C1071,8265.0,3.917243,25 to 34 years,Median total income,85270.0,4.930796,0.09692741
2015,5,Province 11,Third quintile,Total expenditure,C1072,82219.0,4.914972,35 to 44 years,All income groups,37650.0,4.575765,2.18377158
2015,5,Province 11,Third quintile,Food purchased from stores,C1073,4994.0,3.698449,35 to 44 years,"Under $10,000",280.0,2.447158,17.83571429
2015,5,Province 11,Third quintile,Food purchased from restaurants,C1074,2160.0,3.334454,35 to 44 years,"$10,000 and over",37370.0,4.572523,0.05780037
2015,5,Province 11,Third quintile,Shelter,C1075,17649.0,4.24672,35 to 44 years,"$15,000 and over",37210.0,4.57066,0.47430798
2015,5,Province 11,Third quintile,Principal accommodation,C1076,15743.0,4.197087,35 to 44 years,"$20,000 and over",36910.0,4.567144,0.42652398
2015,5,Province 11,Third quintile,Rented living quarters,C1077,3449.0,3.537693,35 to 44 years,"$25,000 and over",36580.0,4.563244,0.0942865
2015,5,Province 11,Third quintile,Owned living quarters,C1078,9000.0,3.954243,35 to 44 years,"$30,000 and over",36260.0,4.559428,0.24820739
2015,5,Province 11,Third quintile,"Water, fuel and electricity for principal accommodation",C1079,3295.0,3.517855,35 to 44 years,"$35,000 and over",35900.0,4.555094,0.09178273
2015,5,Province 11,Third quintile,Other accommodation,C1080,1906.0,3.280123,35 to 44 years,"$40,000 and over",35490.0,4.550106,0.05370527
2015,5,Province 11,Third quintile,Household operations,C1081,4429.0,3.646306,35 to 44 years,"$45,000 and over",34980.0,4.54382,0.12661521
2015,5,Province 11,Third quintile,Communications,C1082,2517.0,3.400883,35 to 44 years,"$50,000 and over",34390.0,4.536432,0.07318988
2015,5,Province 11,Third quintile,Household furnishings and equipment,C1083,2378.0,3.376212,35 to 44 years,"$60,000 and over",32840.0,4.516403,0.07241169
2015,5,Province 11,Third quintile,Household furnishings,C1084,961.0,2.982723,35 to 44 years,"$70,000 and over",30830.0,4.488974,0.03117094
2015,5,Province 11,Third quintile,Household equipment,C1085,1328.0,3.123198,35 to 44 years,"$75,000 and over",29670.0,4.472318,0.04475902
2015,5,Province 11,Third quintile,Household appliances,C1086,548.0,2.738781,35 to 44 years,"$80,000 and over",28340.0,4.4524,0.01933663
2015,5,Province 11,Third quintile,Clothing and accessories,C1087,2971.0,3.472903,35 to 44 years,"$90,000 and over",25340.0,4.403807,0.11724546
2015,5,Province 11,Third quintile,Transportation,C1088,17005.0,4.230577,35 to 44 years,Median total income,109620.0,5.03989,0.1551268
2015,5,Province 11,Fourth quintile,Total expenditure,C1089,109214.0,5.038278,45 to 54 years,All income groups,34520.0,4.538071,3.16378911
2015,5,Province 11,Fourth quintile,Food purchased from stores,C1090,6719.0,3.827305,45 to 54 years,"Under $10,000",190.0,2.278754,35.36315789
2015,5,Province 11,Fourth quintile,Food purchased from restaurants,C1091,3202.0,3.505421,45 to 54 years,"$10,000 and over",34340.0,4.5358,0.09324403
2015,5,Province 11,Fourth quintile,Shelter,C1092,21027.0,4.322777,45 to 54 years,"$15,000 and over",34250.0,4.534661,0.61392701
2015,5,Province 11,Fourth quintile,Principal accommodation,C1093,19287.0,4.285265,45 to 54 years,"$20,000 and over",34030.0,4.531862,0.56676462
2015,5,Province 11,Fourth quintile,Owned living quarters,C1095,14294.0,4.155154,45 to 54 years,"$30,000 and over",33580.0,4.526081,0.42567004
2015,5,Province 11,Fourth quintile,"Water, fuel and electricity for principal accommodation",C1096,3681.0,3.565966,45 to 54 years,"$35,000 and over",33310.0,4.522575,0.11050736
2015,5,Province 11,Fourth quintile,Other accommodation,C1097,1741.0,3.240799,45 to 54 years,"$40,000 and over",32980.0,4.518251,0.05278957
2015,5,Province 11,Fourth quintile,Household operations,C1098,6421.0,3.807603,45 to 54 years,"$45,000 and over",32560.0,4.512684,0.19720516
2015,5,Province 11,Fourth quintile,Communications,C1099,2844.0,3.45393,45 to 54 years,"$50,000 and over",32070.0,4.506099,0.08868101
2015,5,Province 11,Fourth quintile,Household furnishings and equipment,C1100,3225.0,3.50853,45 to 54 years,"$60,000 and over",30830.0,4.488974,0.1046059
2015,5,Province 11,Fourth quintile,Household furnishings,C1101,1335.0,3.125481,45 to 54 years,"$70,000 and over",29300.0,4.466868,0.04556314
2015,5,Province 11,Fourth quintile,Household equipment,C1102,1720.0,3.235528,45 to 54 years,"$75,000 and over",28320.0,4.452093,0.06073446
2015,5,Province 11,Fourth quintile,Household appliances,C1103,576.0,2.760422,45 to 54 years,"$80,000 and over",27350.0,4.436957,0.02106033
2015,5,Province 11,Fourth quintile,Clothing and accessories,C1104,4298.0,3.633266,45 to 54 years,"$90,000 and over",25090.0,4.399501,0.17130331
2015,5,Province 11,Fourth quintile,Transportation,C1105,19070.0,4.280351,45 to 54 years,Median total income,122090.0,5.08668,0.15619625
2015,5,Province 11,Highest quintile,Total expenditure,C1106,168350.0,5.226213,55 to 64 years,All income groups,39750.0,4.599337,4.23522013
2015,5,Province 11,Highest quintile,Food purchased from stores,C1107,8600.0,3.934498,55 to 64 years,"Under $10,000",140.0,2.146128,61.42857143
2015,5,Province 11,Highest quintile,Food purchased from restaurants,C1108,4525.0,3.655619,55 to 64 years,"$10,000 and over",39610.0,4.597805,0.11423883
2015,5,Province 11,Highest quintile,Shelter,C1109,25088.0,4.399466,55 to 64 years,"$15,000 and over",39480.0,4.596377,0.63546099
2015,5,Province 11,Highest quintile,Principal accommodation,C1110,21370.0,4.329805,55 to 64 years,"$20,000 and over",39170.0,4.592954,0.54557059
2015,5,Province 11,Highest quintile,Owned living quarters,C1112,16623.0,4.220709,55 to 64 years,"$30,000 and over",38520.0,4.585686,0.43154206
2015,5,Province 11,Highest quintile,"Water, fuel and electricity for principal accommodation",C1113,4133.0,3.616265,55 to 64 years,"$35,000 and over",38040.0,4.580241,0.10864879
2015,5,Province 11,Highest quintile,Other accommodation,C1114,3718.0,3.570309,55 to 64 years,"$40,000 and over",37450.0,4.573452,0.09927904
2015,5,Province 11,Highest quintile,Household operations,C1115,7881.0,3.896581,55 to 64 years,"$45,000 and over",36640.0,4.563955,0.21509279
2015,5,Province 11,Highest quintile,Communications,C1116,3425.0,3.534661,55 to 64 years,"$50,000 and over",35690.0,4.552547,0.09596526
2015,5,Province 11,Highest quintile,Household furnishings and equipment,C1117,4756.0,3.677242,55 to 64 years,"$60,000 and over",33360.0,4.523226,0.14256595
2015,5,Province 11,Highest quintile,Household furnishings,C1118,1877.0,3.273464,55 to 64 years,"$70,000 and over",30440.0,4.483445,0.06166229
2015,5,Province 11,Highest quintile,Household equipment,C1119,2528.0,3.402777,55 to 64 years,"$75,000 and over",28900.0,4.460898,0.08747405
2015,5,Province 11,Highest quintile,Household appliances,C1120,1272.0,3.104487,55 to 64 years,"$80,000 and over",27210.0,4.434729,0.04674752
2015,5,Province 11,Highest quintile,Clothing and accessories,C1121,5941.0,3.77386,55 to 64 years,"$90,000 and over",23970.0,4.379668,0.24785148
2015,5,Province 11,Highest quintile,Transportation,C1122,25221.0,4.401762,55 to 64 years,Median total income,103320.0,5.014184,0.24410569
2015,5,Province 12,All quintiles,Total expenditure,C1123,110024.0,5.041487,Total all ages,All income groups,49170.0,4.6917,2.23762457
2015,5,Province 12,All quintiles,Food purchased from stores,C1124,7112.0,3.851992,Total all ages,"Under $10,000",500.0,2.69897,14.224
2015,5,Province 12,All quintiles,Food purchased from restaurants,C1125,3058.0,3.485437,Total all ages,"$10,000 and over",48670.0,4.687261,0.06283131
2015,5,Province 12,All quintiles,Shelter,C1126,21642.0,4.335297,Total all ages,"$15,000 and over",48360.0,4.684486,0.44751861
2015,5,Province 12,All quintiles,Principal accommodation,C1127,19065.0,4.280237,Total all ages,"$20,000 and over",47800.0,4.679428,0.39884937
2015,5,Province 12,All quintiles,Rented living quarters,C1128,4602.0,3.662947,Total all ages,"$25,000 and over",47120.0,4.673205,0.09766553
2015,5,Province 12,All quintiles,Owned living quarters,C1129,11393.0,4.056638,Total all ages,"$30,000 and over",46100.0,4.663701,0.24713666
2015,5,Province 12,All quintiles,"Water, fuel and electricity for principal accommodation",C1130,3070.0,3.487138,Total all ages,"$35,000 and over",43860.0,4.642069,0.06999544
2015,5,Province 12,All quintiles,Other accommodation,C1131,2577.0,3.411114,Total all ages,"$40,000 and over",41590.0,4.618989,0.06196201
2015,5,Province 12,All quintiles,Household operations,C1132,5305.0,3.724685,Total all ages,"$45,000 and over",39360.0,4.595055,0.1347815
2015,5,Province 12,All quintiles,Communications,C1133,2717.0,3.43409,Total all ages,"$50,000 and over",37220.0,4.570776,0.07299839
